Timestamp,kWh_Usage,Load_Type
2025-01-23 13:33:48.617183,347.14494136665814,Peak
2025-01-23 14:33:48.617183,271.986787574775,Peak
2025-01-23 15:33:48.617183,331.16397299158047,Peak
2025-01-23 16:33:48.617183,325.95434668612864,Peak
2025-01-23 17:33:48.617183,305.31992238890996,Peak
2025-01-23 18:33:48.617183,272.1405239508143,Peak
2025-01-23 19:33:48.617183,60.64967091773279,Off-Peak
2025-01-23 20:33:48.617183,85.18815568042498,Off-Peak
2025-01-23 21:33:48.617183,98.42746415537019,Off-Peak
2025-01-23 22:33:48.617183,65.34229814475079,Off-Peak
2025-01-23 23:33:48.617183,55.37148440871002,Off-Peak
2025-01-24 00:33:48.617183,57.48464718313832,Off-Peak
2025-01-24 01:33:48.617183,62.054020513880616,Off-Peak
2025-01-24 02:33:48.617183,64.09348241782789,Off-Peak
2025-01-24 03:33:48.617183,81.99444317643679,Off-Peak
2025-01-24 04:33:48.617183,55.836319333158286,Off-Peak
2025-01-24 05:33:48.617183,58.42644270003553,Off-Peak
2025-01-24 06:33:48.617183,64.2527246655354,Off-Peak
2025-01-24 07:33:48.617183,96.38795526825481,Off-Peak
2025-01-24 08:33:48.617183,58.32837313526011,Off-Peak
2025-01-24 09:33:48.617183,290.68104321074196,Peak
2025-01-24 10:33:48.617183,218.96649080311752,Peak
2025-01-24 11:33:48.617183,226.93958198243533,Peak
2025-01-24 12:33:48.617183,327.8643509066996,Peak
2025-01-24 13:33:48.617183,227.3271156700332,Peak
2025-01-24 14:33:48.617183,298.64116471816806,Peak
2025-01-24 15:33:48.617183,294.4332687395565,Peak
2025-01-24 16:33:48.617183,337.98308140522624,Peak
2025-01-24 17:33:48.617183,335.1950967125674,Peak
2025-01-24 18:33:48.617183,336.4382450160306,Peak
2025-01-24 19:33:48.617183,69.23157153937855,Off-Peak
2025-01-24 20:33:48.617183,59.91922907671943,Off-Peak
2025-01-24 21:33:48.617183,71.84371699298718,Off-Peak
2025-01-24 22:33:48.617183,67.79672030527246,Off-Peak
2025-01-24 23:33:48.617183,58.44207611646917,Off-Peak
2025-01-25 00:33:48.617183,85.47518429874955,Off-Peak
2025-01-25 01:33:48.617183,70.4761433469735,Off-Peak
2025-01-25 02:33:48.617183,56.354446329377325,Off-Peak
2025-01-25 03:33:48.617183,89.39118931157506,Off-Peak
2025-01-25 04:33:48.617183,58.71688503162088,Off-Peak
2025-01-25 05:33:48.617183,70.13868944292145,Off-Peak
2025-01-25 06:33:48.617183,62.20964616630083,Off-Peak
2025-01-25 07:33:48.617183,50.92799210557674,Off-Peak
2025-01-25 08:33:48.617183,87.73754002580272,Off-Peak
2025-01-25 09:33:48.617183,265.377510659505,Peak
2025-01-25 10:33:48.617183,239.83992078661052,Peak
2025-01-25 11:33:48.617183,349.0752212283136,Peak
2025-01-25 12:33:48.617183,229.8212242245188,Peak
2025-01-25 13:33:48.617183,227.3643671478817,Peak
2025-01-25 14:33:48.617183,349.08238784673625,Peak
2025-01-25 15:33:48.617183,222.62796840644197,Peak
2025-01-25 16:33:48.617183,268.3769068968227,Peak
2025-01-25 17:33:48.617183,304.7788300260886,Peak
2025-01-25 18:33:48.617183,346.65057179362,Peak
2025-01-25 19:33:48.617183,76.71186217907558,Off-Peak
2025-01-25 20:33:48.617183,87.64287241728434,Off-Peak
2025-01-25 21:33:48.617183,70.15521427313195,Off-Peak
2025-01-25 22:33:48.617183,90.70701737225858,Off-Peak
2025-01-25 23:33:48.617183,50.08747946648775,Off-Peak
2025-01-26 00:33:48.617183,59.82612419724015,Off-Peak
2025-01-26 01:33:48.617183,80.41607149450981,Off-Peak
2025-01-26 02:33:48.617183,88.69011847439509,Off-Peak
2025-01-26 03:33:48.617183,81.18951139402195,Off-Peak
2025-01-26 04:33:48.617183,83.58374604880812,Off-Peak
2025-01-26 05:33:48.617183,98.77710071324768,Off-Peak
2025-01-26 06:33:48.617183,66.54733950337354,Off-Peak
2025-01-26 07:33:48.617183,81.53740402085427,Off-Peak
2025-01-26 08:33:48.617183,68.14317066791625,Off-Peak
2025-01-26 09:33:48.617183,336.9436520304609,Peak
2025-01-26 10:33:48.617183,304.2577017706774,Peak
2025-01-26 11:33:48.617183,202.9637805280643,Peak
2025-01-26 12:33:48.617183,303.04075714090686,Peak
2025-01-26 13:33:48.617183,298.6719095905002,Peak
2025-01-26 14:33:48.617183,346.21719736787725,Peak
2025-01-26 15:33:48.617183,264.44730991041524,Peak
2025-01-26 16:33:48.617183,208.57717422525144,Peak
2025-01-26 17:33:48.617183,261.93929623406456,Peak
2025-01-26 18:33:48.617183,261.16346427355177,Peak
2025-01-26 19:33:48.617183,60.67275526124757,Off-Peak
2025-01-26 20:33:48.617183,58.3406288103903,Off-Peak
2025-01-26 21:33:48.617183,61.4780016170489,Off-Peak
2025-01-26 22:33:48.617183,79.92417601038085,Off-Peak
2025-01-26 23:33:48.617183,88.9457822972575,Off-Peak
2025-01-27 00:33:48.617183,87.85108371953363,Off-Peak
2025-01-27 01:33:48.617183,95.5217204426264,Off-Peak
2025-01-27 02:33:48.617183,78.3010965359422,Off-Peak
2025-01-27 03:33:48.617183,51.654181723583726,Off-Peak
2025-01-27 04:33:48.617183,75.83017389178582,Off-Peak
2025-01-27 05:33:48.617183,70.18349563255785,Off-Peak
2025-01-27 06:33:48.617183,63.8916503311945,Off-Peak
2025-01-27 07:33:48.617183,55.02258326573018,Off-Peak
2025-01-27 08:33:48.617183,67.10720671906631,Off-Peak
2025-01-27 09:33:48.617183,247.08025041623105,Peak
2025-01-27 10:33:48.617183,305.550254761143,Peak
2025-01-27 11:33:48.617183,333.318048010992,Peak
2025-01-27 12:33:48.617183,293.81503466418553,Peak
2025-01-27 13:33:48.617183,269.0165383449803,Peak
2025-01-27 14:33:48.617183,335.75857662303076,Peak
2025-01-27 15:33:48.617183,252.0263601708997,Peak
2025-01-27 16:33:48.617183,335.94511837630415,Peak
2025-01-27 17:33:48.617183,296.2601479456402,Peak
2025-01-27 18:33:48.617183,215.0088849590124,Peak
2025-01-27 19:33:48.617183,61.77286031090534,Off-Peak
2025-01-27 20:33:48.617183,94.16617228037447,Off-Peak
2025-01-27 21:33:48.617183,91.95221201927498,Off-Peak
2025-01-27 22:33:48.617183,62.645479037988515,Off-Peak
2025-01-27 23:33:48.617183,90.17136795551842,Off-Peak
2025-01-28 00:33:48.617183,92.13859202002646,Off-Peak
2025-01-28 01:33:48.617183,99.32319462598007,Off-Peak
2025-01-28 02:33:48.617183,73.13578719083469,Off-Peak
2025-01-28 03:33:48.617183,62.70198812654644,Off-Peak
2025-01-28 04:33:48.617183,86.05527842951707,Off-Peak
2025-01-28 05:33:48.617183,95.83957036812377,Off-Peak
2025-01-28 06:33:48.617183,81.73861298111942,Off-Peak
2025-01-28 07:33:48.617183,69.47519874158161,Off-Peak
2025-01-28 08:33:48.617183,50.88458305482163,Off-Peak
2025-01-28 09:33:48.617183,316.8743791373763,Peak
2025-01-28 10:33:48.617183,305.7691277816841,Peak
2025-01-28 11:33:48.617183,252.6316925755881,Peak
2025-01-28 12:33:48.617183,301.2705653236924,Peak
2025-01-28 13:33:48.617183,260.0603484185335,Peak
2025-01-28 14:33:48.617183,207.25258233540347,Peak
2025-01-28 15:33:48.617183,274.1986639196157,Peak
2025-01-28 16:33:48.617183,258.8249234655982,Peak
2025-01-28 17:33:48.617183,257.5211601152312,Peak
2025-01-28 18:33:48.617183,200.7954300357554,Peak
2025-01-28 19:33:48.617183,89.76549280529271,Off-Peak
2025-01-28 20:33:48.617183,91.47185644694378,Off-Peak
2025-01-28 21:33:48.617183,78.17174955056382,Off-Peak
2025-01-28 22:33:48.617183,74.90723867011006,Off-Peak
2025-01-28 23:33:48.617183,86.28093810143977,Off-Peak
2025-01-29 00:33:48.617183,98.56882940602976,Off-Peak
2025-01-29 01:33:48.617183,61.626816322909626,Off-Peak
2025-01-29 02:33:48.617183,94.14340622890417,Off-Peak
2025-01-29 03:33:48.617183,77.51624086057497,Off-Peak
2025-01-29 04:33:48.617183,84.43778301242318,Off-Peak
2025-01-29 05:33:48.617183,89.67821218815439,Off-Peak
2025-01-29 06:33:48.617183,98.15832066397034,Off-Peak
2025-01-29 07:33:48.617183,67.55559330513304,Off-Peak
2025-01-29 08:33:48.617183,74.46356497615942,Off-Peak
2025-01-29 09:33:48.617183,307.69149734750255,Peak
2025-01-29 10:33:48.617183,241.7373274081586,Peak
2025-01-29 11:33:48.617183,271.11681787358566,Peak
2025-01-29 12:33:48.617183,257.83076543551687,Peak
2025-01-29 13:33:48.617183,233.03168415793346,Peak
2025-01-29 14:33:48.617183,232.59280141352053,Peak
2025-01-29 15:33:48.617183,203.62662047136024,Peak
2025-01-29 16:33:48.617183,214.32876691103792,Peak
2025-01-29 17:33:48.617183,215.5161441353701,Peak
2025-01-29 18:33:48.617183,242.43719040985985,Peak
2025-01-29 19:33:48.617183,68.97261842197767,Off-Peak
2025-01-29 20:33:48.617183,56.628116242372954,Off-Peak
2025-01-29 21:33:48.617183,73.11349721420478,Off-Peak
2025-01-29 22:33:48.617183,82.93106713823437,Off-Peak
2025-01-29 23:33:48.617183,95.99270733819431,Off-Peak
2025-01-30 00:33:48.617183,85.01527816311423,Off-Peak
2025-01-30 01:33:48.617183,70.68962470601377,Off-Peak
2025-01-30 02:33:48.617183,75.2857031931533,Off-Peak
2025-01-30 03:33:48.617183,54.90631561518839,Off-Peak
2025-01-30 04:33:48.617183,84.47283743995975,Off-Peak
2025-01-30 05:33:48.617183,71.14202121719399,Off-Peak
2025-01-30 06:33:48.617183,92.47520852939788,Off-Peak
2025-01-30 07:33:48.617183,56.9305218115752,Off-Peak
2025-01-30 08:33:48.617183,71.22178547476985,Off-Peak
2025-01-30 09:33:48.617183,319.64585948106816,Peak
2025-01-30 10:33:48.617183,308.87679736684544,Peak
2025-01-30 11:33:48.617183,287.68082201248484,Peak
2025-01-30 12:33:48.617183,233.52083907368842,Peak
2025-01-30 13:33:48.617183,237.22436994375363,Peak
2025-01-30 14:33:48.617183,342.5281424304079,Peak
2025-01-30 15:33:48.617183,285.0076451377171,Peak
2025-01-30 16:33:48.617183,317.1416578732981,Peak
2025-01-30 17:33:48.617183,263.3353209073081,Peak
